PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
PIECES 35FT. GREENHEART PILES (INV# FWI 002) PIECES 39FT. GREENHEART PILES (INV# FWI 003) PIECES STB. 101 PIECES PURPLEHEART 84 PIECES TATABU R SAWN LUMBER (INV# FWI 002),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,FOREST WOODS INC,07/21/2020,144556,65707,Port Bustamante,"New York, New York",BOMAR CAEN,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"982 SECTION B, BLOCK X GREATER DIAMOND, E.B.D, GUYANA GUY",11792,3,TCNU9746418 BMOU5874633 TCNU7474769,4510 4510 4510,229,PCS,0, ,SMLU6186577A, , ,3,519052 G2784036 519055 G2784035 519054 G2622004,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN
PIECES GREENHEART ROUGH SAWN 3X10X16',MARINE CONSTRUCTION SUPPLY LLC,MARINE CONSTRUCTION SUPPLY LLC,WOODPECKER TIMBERS,07/21/2020,48435,22016,Port Bustamante,"New York, New York",BOMAR CAEN,Jamaica,NO MARKS NO MARKS,4400 S COBB DR STE H383 SMYRNA GA 30080 USA,"BLOCK BR T'HUIS'TE COVERDEN EAST BANK DEMERARA, GUYANA GUY",30080,1,CXDU2065866,4510,185,PCS,0, ,SMLU6183769A, , ,3,519053 G2784046,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,MARINE CONSTRUCTION SUPPLY LLC,4400 S COBB DR STE H383 SMYRNA GA 30080 USA,GEORGETOWN
ROUGH SAWN GREENHEART LUMBER,QUALITY MAT COMPANY,QUALITY MAT COMPANY,SPEALIZED TIMBER SERVICES,07/16/2020,38698,17590,Caucedo,"Houston, Texas",BOMAR JULIANA,Dominican Republic,NO MARKS,"6550 TRAM ROAD BEAUMONT, TX 77713 USA","75 IRENG PLACE, BEL AIR PARK GEORGETOWN GUYANA",77713,1,HLXU8461490,4510,60,PCS,0, ,HLCUGE1200500163, , ,2023N,CTA529951 HLD6770879,LIBERIA, ,HLCU,HAPAG LLOYD A G,HAMBURG, , ,399 HOES LN,QUALITY MAT COMPANY,"6550 TRAM ROAD BEAUMONT, TX 77713 USA","GEORGETOWN, GY"
PIECES STB. 64 PCS ROUGH SAWN PURPLEHEART LUMBER 84 PCS. TATABU LUMBER (INV# FWI 001) PIECES 20FT. GREENHEART PILES (INV# FWI 001) PIECES 20FT. GREENHEART PILES (INV# FWI 001) PIECES 35FT. GREENHEART PILES (INV# FWI 001) PIECES ROUGH SAWN GREENHEART SQUARES (INV# FWI 001),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,FOREST WOODS INC,07/14/2020,216868,98576,Port Bustamante,"New York, New York",AS PALATIA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"982 SECTION B, BLOCK X GREATER DIAMOND, E.B.D, GUYANA GUY",11792,5,BMOU4491183 SMLU7908039 SMLU7920008 SMLU7902323 GESU6239527,4510 4510 4510 4510 4510,322,PCS,0, ,SMLU6179349A, , ,8,518487 G2784008 518484 G2784012 518485 G2784014 518486 G2784009 518488 G2784003,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN
OF VARIOUS DIMENSION GR04 -SEL GREEN ROUGH-SAWN PURPLE HEART (PELTOGYNE SPP.) LUMBER INVOICE 11225,MARINE LUMBER SERVICES,MARINE LUMBER COMPANY,MC VANTAGE OF GUYANA INC,07/11/2020,41492,18860,Cristobal,"Seattle, Washington",MSC ARBATAX,Panama,NO MARKS NO MARKS NO MARKS,525 CHICHAGO ST SEATTLE WA 98108 UNITED STATES,"BLOCK X , PUBLIC ROAD COVERDEN, EB GEORGETOWN GUYANA",98108,1,MSCU5229465,4510,200,PKG,18,X,MEDUDE002578, , ,022S,CTA516556 EU17341138,HONG KONG, ,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA, , , ,"PIONEER SHIPPING LOGISTICS, CORP.","309 WESTBURY AVE, #92 WESTBURY NY 11514 UNITED STATES",GEORGETOWN
PIECES STB. 12 PIECES GREENHEART PILES 12 BUTT X 35' 12 PIECES GREENHEART PILES 12 BUTT X 39',MARINE CONSTRUCTION SUPPLY LLC,MARINE CONSTRUCTION SUPPLY LLC,WOODPECKER TIMBERS,07/07/2020,47899,21772,Port Bustamante,"New York, New York",ERATO,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,4400 S COBB DR STE H383 SMYRNA GA 30080 USA,"BLOCK BR T'HUIS'TE COVERDEN EAST BANK DEMERARA, GUYANA GUY",30080,1,SMLU7917832,4510,24,PCS,0, ,SMLU6171844A, , ,30,516660 G2784007,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,MARINE CONSTRUCTION SUPPLY LLC,4400 S COBB DR STE H383 SMYRNA GA 30080 USA,GEORGETOWN
ROUND GREENHEART PILES 1500 LIN FT LENGTHS 20FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,06/29/2020,44070,20032,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309, FREEHOLD NEW JERSEY 07728 U.S.A","T/A REGINALD MANBODH 464 KISKADEE DRIVE, SOUTH RUIMVELDT GARDENS, GUYANA TEL:218-0085/626-7493,FAX:218-0054",7728,1,CRSU9061786,4500,75,PCS,650,CF,ZIMUGTG0015395, , ,102N,CTA518627 ZZCSB295443,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA
ROUGH SAWN GREENHEART LUMBER - 7380 BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,06/29/2020,63603,28910,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,UETU5936550,4500,170,PCS,615,CF,ZIMUGTG0015382, , ,102N,CTA516662 ZZCSB295401,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA
"PIECES STB. 317 PCS. WASHIBA, 40 PCS PURPLEHEART, 36 PCS. GREENHEART LUMBER (INV# 454) PIECES GREENHEART LUMBER (INV# 454) PIECES 39FT. GREENHEART PILES (INV# 454)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,06/23/2020,154896,70407,Port Bustamante,"New York, New York",AS PALATIA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,3,TCLU6615607 DRYU9078430 BMOU4666234,4510 4510 4510,491,PCS,0, ,SMLU6151799A, , ,7,515272 G2622204 515273 G2622211 515271 G2622222,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN
"PIECES ROUGH SAWN GREENHEART LUMBER - 7,352 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,06/23/2020,54542,24792,Port Bustamante,"New York, New York",AS PALATIA,Jamaica,NO MARKS EFP INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,TEMU6676786,4510,210,PCS,0, ,SMLU6162833A, , ,7,516235 G2622260,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
"PIECES ROUGH SAWN GREENHEART LUMBER - 7,346 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,06/16/2020,52668,23940,Port Bustamante,"New York, New York",ERATO,Jamaica,EFP INC PO 55287 POG,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,FCIU9309140,4510,138,PCS,0, ,SMLU6150925A, , ,29,515071 G2622191,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
"05 PIECES - GREENHEART PILES 1 2 BUTT X 30' 03 PIECES - GRE ENHEART PILES 12 BUTT X 32' 02 PIECES - GREENHEART PILES 1 2 BUTT X 33' 02 PIECES - GRE ENHEART PILES 12 BUTT X 35' 12 PIECES - GREENHEART PILES 1, 2 BUTT X 44'","MARINE CONSTRUCTION SUPPLY, LLC",MARINE CONSTRUCTION SUPPLY LLC,WOODPECKER TIMBERS,06/11/2020,53329,24240,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",NORTHERN PRACTISE,Panama,N/M,"4480 SOUTH COBB DRIVE, SUITE H383, SMYRNA, GA 30080, 1-4047885500",BLOCK 'BR' T'HUIS'TE COVERDEN EAST BANK DEMERARA GUYANA 592-6886579, ,1,MAEU9210807,LEB0,24,PCS,17,CM,SEAU598934710, , ,023N,CTA515072 SA3060059,LIBERIA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"MARINE CONSTRUCTION SUPPLY, LLC","4480 SOUTH COBB DRIVE, SUITE H383, SMYRNA, GA 30080,",GEORGETOWN
136 PIECE(S) VARIOUS DIMENSION GR04-SEL GREEN ROUGHSAWN GREENHEART (CHLOROCARDIUM RODIEI) LUMBER INV :11211 FREIGHT PREPAID,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE OF GUYANA INC,05/31/2020,55374,25170,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP ICE,Jamaica,NO MARKS,514 HIGHWAY 43 SOUTH TUSCUMBIA UNITED STATES,BLOCK X PUBLIC ROAD COVERDEN EBD GEORGETOWN TE GUYANA, ,1,ECMU4512893,4200,136,PCS,0,CM,CMDUCUY0107853, , ,0UA5Z,529281 K5231298,CYPRUS, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,PIONEER SHIPPING LOGISTICS,145119 GUY R BREWER BLVD JAMAICA UNITED STATES,"GEORGETOWN, GY"
39FT GREENHEART PILES (INV 455) -------------------------,EVERGREEN FOREST PRODUCST INCS,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,05/27/2020,44533,20242,Port of Spain,"Port Everglades, Florida",CONTSHIP AIR,Trinidad,No Marks No Marks No Marks,"578 SOUND AVENUE , P.O BOX:922 WADIN RIVER WADING RIVER NY 11792 USA TE 6319293197","172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, DEMERARA GUYANA TE 5926006397",11792,1,KOSU4974280,45G0,22,PCS,5,CF,KOSLGUYPEV00435T, , ,177N,CTA515270 KOSL122791,LIBERIA, ,KOSL,KING OCEAN SERVICES LIMITED INC,MIAMI,FL,33172,11000 NW 29TH ST STE 201,BRAUNER INTL CORP,66 YORK STREET 2ND FLOOR JERSEY CITY NJ 07302 USA,"GEORGETOWN, GUYAN"
ROUND GREENHEART PILES  1231 LIN FT LENGTHS 25FT TO 29FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,05/26/2020,70724,32147,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A",T/A REGINALD MANBODH 464 KISKADEE DRIVE SOUTH RUIMVELDT GARDENS GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054,7728,1,TCNU4555240,4500,45,PCS,897,CF,ZIMUGTG0015307, , ,96N,CTA529259 ZZCSB295355,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA
GREENHEART (CHLOROCARDIUM RODIEI) LUMBER AD-DRESSED-900 PCS/11.327 M3 INVOICE 11205 GREENHEART (CHLOROCARDIUM RODIEI) LUMBER AD-ROUGH SAWN-20 PCS/5.582 M3 INVOICE 11206 FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,MCVANTAGE OF GUYANA INC,05/26/2020,37566,17075,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREE HOLD, NJ 07728 USA","BLOCK X MAIN ROAD, COVERDEN EAST BANK DEMERARA GUYANA",7728,1,ZIMU1147490,2200,920,PCS,597,CF,ZIMUGTG0015320, , ,96N,CTA529283 ZZCSB295351,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREE HOLD, NJ 07728 USA",GEORGETOWN - GUYA
ROUND GREENHEART PILES - 863 LF 35'-39' LENGTHS FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,05/26/2020,57738,26245,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,ZCSU7006891,4500,23,PCS,562,CF,ZIMUGTG0015305, , ,96N,CTA529279 ZZCSB295382,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA
"PIECES ROUGH SAWN GREENHEART LUMBER - 7,312 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,05/26/2020,53351,24250,Haina,"New York, New York",ERATO,Dominican Republic,NO MARKS EFP INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,SMLU7953022,4510,291,PCS,0, ,SMLU6140177A, , ,28,529280 G2622129,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
115 PIECES ROUGH SAWN GREENHEART LUMBER -6672BM 40 PIECES ROUGH SAWN SHIBADAN LUMBER-640BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,05/18/2020,60891,27678,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,TCNU5092330,4500,155,PCS,609,CF,ZIMUGTG0015293, , ,99N,CTA528510 ZZCSB295317,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA
34 PIECE(S) VARIOUS DIMENSION GR03-SEL ROUND GREENHEART (CHLOROCARDIUM RODIEI) PILES 34 PCS. 850 LF INVOICE:11187 FREIGHT PREPAID,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE OF GUYANA INC,05/17/2020,55264,25120,Port Bustamante,"New York/Newark Area, Newark, New Jersey",WARNOW DOLPHIN,Jamaica,NO MARKS,514 HIGHWAY 43 SOUTH TUSCUMBIA UNITED STATES,BLOCK X PUBLIC ROAD COVERDEN EBD GEORGETOWN TE GUYANA, ,1,APHU6355874,4500,34,PCS,0,CM,CMDUCUY0107783, , ,0UA5V,5229599 528205,CYPRUS, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,PIONEER SHIPPING LOGISTICS,145119 GUY R BREWER BLVD JAMAICA UNITED STATES,"GEORGETOWN, GY"
"PCS ROUGH SAWN GREENHEART LUMBER 7,378 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,05/12/2020,54079,24581,Haina,"New York, New York",AS PALATIA,Dominican Republic,EFP INC PO 55268 POG,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,SMLU7943317,4510,99,PCS,0, ,SMLU6124318A, , ,5,G2622048 521062,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
"PIECES ROUGH SAWN GREENHEART LUMBER - 7,350 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,05/12/2020,51191,23269,Haina,"New York, New York",AS PALATIA,Dominican Republic,EFP INC PO 55280 POG,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,FCIU9350870,4510,88,PCS,0, ,SMLU6129225A, , ,5,G2622068 528020,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
"FREIGHT PREPAID WEIGHT , NUMBER AND DESCRIPTION OF GOODS AS DECLARED BY SHIPPER. CONTAINER(S) DELIVERED TSEA CARRIER LOADED , COUNTED , STOWED , LOCKEAND SEALED BY SHIPPER. CARRIER HAVING NO ADEQUATE MEANS FOR CHECKING SAME AND SHIP HAVTO SAIL IMMEDIATELY, CARRIER IS NOT RESPONSIB, FOR ANY MISSING/EXCESS IN NUMBER OF PACKAGES,SHORTAGE / EXCESS IN WEIGHT OF CONTENTS AND DISCREPANCY OF THE GOODS AS DECLARED BY SHIPP59 LOTS 119PCS GREENHEART LUMBER (7'' 7'' 33') CHLOROCARDIUM RODIEI 60 LOTS 119 PCS GREENHEART LUMBER (7'' 7'' 33') CHLOROCARDIUM RODIEI",AHMAD KASSAB TRADING,AHMAD KASSAB TRADING,GULU TRADING,05/10/2020,114085,51857,Fort de France,"Houston, Texas",OLIVIA I,Martinique,NO MARKS NO MARKS,BOURJ ISLAM 131 LATAKIA SYRIAN ARAB REPUBLIC TE TEL: +963-933-001120,LOT 3H PUBLIC ROAD WEST BENDEROFF WAKENAAM ISLAND ESSEQUIBO RIVER 3 TE GUYANA, ,2,APZU4547309 APZU4346285,4200 4200,119,PCS,0,CM,CMDUCUY0107658, , ,0DV5U,K5216939 SL001128 K5216854 SL001133,MARSHALL ISLANDS, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,KAM FULL SEWING MACHINE CO,"CHEUNG WAN STREET, KOWLOON, HONGKONG TEL: 852-23875721","GEORGETOWN, GY"
LUMBER 125 PIECES - DRESSED & SAWN GREENHEART LUMBER ------------------------- 421 PIECES - KILN DRIED LOCUST LUMBER -------------------------,"BRAGSA ROADS, BUILDINGS",BRAGSA ROADS BUILDINGS,SUPERIOR WOODS,05/06/2020,37170,16895,Port of Spain,"Port Everglades, Florida",HOHEBANK,Trinidad,No Marks No Marks No Marks No Marks No Marks No Marks No Marks,"& GENERAL SERVICES AUTHORITY PO BOX 1100 - LOWER BAY STREET KINGSTOWN ST.VINCENT, WEST INDIES TE 784 457 2956",378 BLOCK '8' MON REPOS EAST COAST DEMERARA GUYANA, ,1,KOSU4950782,45G0,546,PCS,6,CF,KOSLGUYSTV00056T, , ,89N,KOSL122779 CTA528601,ANTIGUA AND BARBUDA,63 - Immediate Exportation,KOSL,KING OCEAN SERVICES LIMITED INC,MIAMI,FL,33172,11000 NW 29TH ST STE 201,"BRAGSA ROADS, BUILDINGS","& GENERAL SERVICES AUTHORITY PO BOX 1100 - LOWER BAY STREET KINGSTOWN ST.VINCENT, WEST INDIES",PORT OF SPAIN
"PIECES STB. 21 PCS. ROUGH SAWN GREENHEART LUMBER 5664 BM, 58 PCS. ROUGH SAWN WASHIBA LUMBER - 1662 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,05/05/2020,58290,26495,Port Bustamante,"New York, New York",ERATO,Jamaica,EFP INC PO 55267 POG WAXED ENDS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,TCNU6171475,4510,79,PCS,0, ,SMLU6120725A, , ,27,G2622020 520802,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN
PIECES GREENHEART PILES (INV# 453),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,05/05/2020,39947,18158,Port Bustamante,"New York, New York",ERATO,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,FCIU8888080,4510,60,PCS,0, ,SMLU6121635A, , ,27,G2622000 520797,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN
19 PIECE(S) 15PCS GREENHEART(CHLOROCARDIUM RODIEI)ROUND PGR03 - SEL BUTT 16''- 18'' 44.5' LENGTH 668L04PCS GREENHEART(CHLOROCARDIUM RODIEI)ROUND PGR03 - SEL BUTT 10'' - 13'' 35 LENGTH 140LF FREIGHT COLLECT,BASILICATO CORPORATION ESB,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,05/03/2020,57816,26280,Puerto Manzanillo,"Philadelphia, Pennsylvania",NORDMAPLE,Panama,NO MARKS,1001 S MYRTLE AVE - SUITE 1 CLEARWATER FL 33756 UNITED STATES,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA TE GUYANA,33756,1,TCKU9975174,9500,19,PCS,0,CM,CMDUCUY0107689, , ,0RP5S,OF025657 K5216598,MALTA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,RICHARD MURRAY COMPANY INC,109 N CONCEPTION STREET MOBILE UNITED STATES,"GEORGETOWN, GY"
232 PIECE(S) VARIOUS DIMENSION GR01 GR04-SEL ROUGHSAWN GREENHEART (CHLOROCARDIUM RODIEI) LUMBER INV :11136 FREIGHT PREPAID,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE BROKERAGE SERVICES LLC,MCVANTAGE OF GUYANA INC,05/03/2020,57640,26200,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FLORETTA,Jamaica,NO MARKS,514 HIGHWAY 43 SOUTH TUSCUMBIA UNITED STATES,BLOCK X PUBLIC ROAD COVERDEN EBD GEORGETOWN TE GUYANA, ,1,TCNU7682910,4500,232,PCS,0,CM,CMDUCUY0107653, , ,0UA5R,K5286476 520225,ANTIGUA AND BARBUDA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,PIONEER SHIPPING LOGISTICS,145119 GUY R BREWER BLVD JAMAICA UNITED STATES,"GEORGETOWN, GY"
