PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD CT15-532 OT 71070 BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD CT15-532 OT 71070",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,04/27/2016,83672,38033,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KINGSTON,Spain,N/MN/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-732303 60,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-2334 23,0,2,MRKU3589990 MRKU4115320,4EB0 4EB0,27,BDL,34,CM,SAFM768374065, , ,614W,CM0197261 CM0190045,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA); AD; FSC10 0% OT 71080 CT16-070/16- 092,TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,04/27/2016,30758,13981,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KINGSTON,Spain,N/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-732303 60,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-2334 23,0,1,MSKU0284319,4EB0,8,BDL,12,CM,SAFM768374113, , ,614W,190042CM0190043,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA ) KD, FSC100% CT FSC16-070-100% OT 710 54",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,04/13/2016,45527,20694,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KALAMATA,Spain,N/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-732303 60,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-2334 23,0,1,TGHU7860450,4EB0,9,BDL,18,CM,SAFM768352047, , ,612W,CM0163255,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD FILE: 71 035 CONTRAT: 15-532 BESC : N DECL. N E HS CODE: 4 407 FRET PAYABLE A DESTINATIO N",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,04/06/2016,43805,19911,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC LAUSANNE,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-2334 23,0,1,PONU1649860,4CB0,16,BDL,18,CM,SAFM768334784, , ,611W,CM0168606,GERMANY, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD FILE: 71 002 CONTRAT: 15-273/15-543 BESC: N DECL. N E HS CODE: 4407 FRET PAYABLE A DES TINATION",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,03/16/2016,44925,20420,Algeciras,"New York/Newark Area, Newark, New Jersey",CONTI LYON,Spain,N/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-732303 60,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-2334 23,0,1,MRKU0361286,4CB0,19,BDL,18,CM,SAFM768292333, , ,608W,CM0179620,GERMANY, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"SAWN TIMBER AZOBE (LOPHIRA AL ATA) FSC100%, AD CT DIVERS OT 70761",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,02/01/2016,42599,19363,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK COLUMBUS,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233420792 TEL EX 237-2334 20, ,1,MSKU8769698,4EB0,20,BDL,17,CM,SAFM768270616, , ,1602,CM0169912,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G MOORE & SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
FILE: 70937 CONTRAT: 15-462 174 PIECES OF SAWN TI MBER AZOBE (LOPHIRA ALATA ) AD BESC : 111113 DECL. NO E 23390 DU 04/12/2015 HS CO DE : 4407293808,TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,02/01/2016,45424,20647,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK COLUMBUS,Spain,N/M,FOR CFK SA P.O BOX 1616 DOUALA CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR CFK SA P.O BOX 1616 DOUALA CAMEROUN 237-233420792 TEL EX 237-2334 20, ,1,MRKU4828110,4EB0,9,BDL,18,CM,SAFM768215070, , ,1602,CM0174201,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"SOWN TIMBER AZOBE ( LOPHIRA AL ATA ) FSC100%, AD CTS15- 273 / 15-293 OT 70897",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2016,41669,18940,Algeciras,"New York/Newark Area, Newark, New Jersey",NORTHERN MONUMENT,Spain,N/M,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-233426022 TEL EX 237-2334 23, ,1,MSKU1258778,4EB0,16,BDL,17,CM,SAFM768189282, , ,601W,CM0179340,GERMANY, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SOON, OF DELAWAR",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
OF SAWN TIMBER AZOBE CONTRAT: 15-462 170 PIECES (LOPHIRA ALATA) AD BESC :111113 DECL. NO E 23390 DU 04/12/2015 HS CODE: 4407293808 FREIGHT PAYA BLE AT DESTINATION,TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,01/28/2016,44379,20172,Algeciras,"New York/Newark Area, Newark, New Jersey",NORTHERN MONUMENT,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233420792 TEL EX 237-2334 20, ,1,MSKU1837595,4EB0,9,BDL,18,CM,SAFM768247797, , ,601W,CM0174035,GERMANY, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G MOORE & SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
OF SAWN AZOBE (LOPHIRA ALATA ) FSC 100% AD- 260 PIECES,TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C C F,12/09/2015,46217,21008,Algeciras,"Norfolk, Virginia",MAERSK KINGSTON,Spain,N/M,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.15072386 1-7323036049 TEL EX 1-732303 60,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.15072386 237-233501283 TEL EX 237-2334 26, ,1,TGHU8104360,4EB0,9,BDL,19,CM,SAFM768146409, , ,546W,CM0124103124103,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SOON, OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD, FSC100% OT 708 00 CT15-211 / 15-273",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,10/01/2015,43609,19822,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,N/M,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-233426022 TEL EX 237-2334 23, ,1,MRKU3243707,4EB0,18,BDL,17,CM,SAFM768103064, , ,537W,CM0135222,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD CT14-58 1 OT 70783",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,10/01/2015,44934,20425,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,N/M,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-233426022 TEL EX 237-2334 23, ,1,MSKU9741400,4EB0,17,BDL,18,CM,SAFM768094288, , ,537W,120162,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD CTS DIVERS O T 70794 OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD CTS DIVERS O T 70794 OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD CTS DIVERS O T 70794 OF SAWN TIMBER AZOBE (LOPHIRA ALATA), AD CTS DIVERS O T 70794",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,10/01/2015,174293,79224,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,N/MN/MN/MN/M,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-233426022 TEL EX 237-2334 23, ,4,MSKU1666785 SEAU8648288 MSKU1374926 MSKU8024391,4EB0 4EB0 4EB0 4EB0,49,BDL,71,CM,SAFM768111360, , ,537W,CM0132114 CM0135305 CM0132121 CM0127370,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) CT 15-138 OT 70655 'SUPPLIER CERT IFIES THAT THE COVER BOARD, SP ACER STICKS AND BLOCKS ARE TH E SAME SPECIES AS LUMBER BEIN G SHIPPED. THEY ARE PART OF TH E LUMBER SHIPM ENT SUBJECT TO APHIS INSPECTION AND ARE EXEM PT FROM THE WPM ' FREIGHT P REPAID BY WIJMA KAMPEN BV IN P AYS BAS",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C COMP,06/25/2015,43922,19965,Algeciras,"Houston, Texas",SWAZILAND,Spain,N/M,KRIBI (C.F.K) SA. BP 1616 DOUALA-CA TEL +237 33 43 07 11 DR.14068102 1-2058715462 TEL EX 1-205263 64,KRIBI (C.F.K) SA. BP 1616 DOUALA-CA TEL +237 33 43 07 11 DR.14068102 237-33428022 TEL EX 237-3342 33, ,1,MSKU6653862,4CB0,13,BDL,18,CM,MAEU953482614, , ,521W,CM0041870,LIBERIA, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",WILLIAM & MARY LUMBER COMPANY LL,"515, YORKSHIRE DRIVE BIRMINGHAM- AL 35209 USA 1-2058715462 TEL EX 1-205263 64",DOUALA
50 BUNDLES OF SAWN AZOBE ( L OPHIRA ALATA) FSC 100% AD 13 66 PIECES 50 BUNDLES OF SAWN AZOBE ( L OPHIRA ALATA) FSC 100% AD 13 66 PIECES 50 BUNDLES OF SAWN AZOBE ( L OPHIRA ALATA) FSC 100% AD 13 66 PIECES 50 BUNDLES OF SAWN AZOBE ( L OPHIRA ALATA) FSC 100% AD 13 66 PIECES,TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,06/15/2015,172937,78608,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK COLUMBUS,Spain,OT 70658OT 70658OT 70658OT 70658,BP 1616 DOUALA 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA 237-33426022 TEL EX 237-3342 33, ,4,MRKU3519797 MSKU6493785 MRKU0504793 PONU1302525,4EB0 4CB0 4CB0 4CB0,50,BDL,71,CM,SAFM754751852, , ,1506,75772CM0075772 L-CM01335 CM0133570 133554 CM0133554 CM0047681 L-CM00476,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
OF SAWN TIMBER AZOBE ( LOPHI RA ALATA) FSC 100% AD (268 P IECES) OF SAWN TIMBER AZOBE ( LOPHI RA ALATA) FSC 100% AD (268 P IECES) OF SAWN TIMBER AZOBE ( LOPHI RA ALATA) FSC 100% AD (268 P IECES),TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,05/17/2015,124448,56567,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC MICHAELA,Spain,N/MN/MN/M,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,3,MRKU0961927 MSKU6176857 MRKU2470326,4CB0 4CB0 4EB0,25,BDL,51,CM,SAFM566230862, , ,518W,CM0114826 CM0113277 CM0113276,PANAMA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) , AD OT 706 04 CT15-117 BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) , AD OT 706 04 CT15-117",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C COMPAG,04/29/2015,249957,113617,Algeciras,"Houston, Texas",MAERSK PITTSBURGH,Spain,N/MN/M,KRIBI (C.F.K) SA. BP 1616 DOUALA-CA TEL +237 33 43 07 11 DR.14068335 1-7323036049 TEL EX 1-732303 60,KRIBI (C.F.K) SA. BP 1616 DOUALA-CA TEL +237 33 43 07 11 DR.14068335 237-33428022 TEL EX 237-3342 33, ,2,MRKU0256526 MSKU3613613,4CB0 2CB0,22,BDL,22,CM,MAEU953169793, , ,1504,CM0056713 L-CM01132,UNITED STATES, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",WILLIAM & MARY LUMBER COMPANY LLC,"515 YORKSHIRE DRIVE BIRMINGHAM, AL 35209 1-7323036049 TEL EX 1-732303 60",DOUALA
OF SAWN AZOBE ( LOPHIRA ALAT A) FSC 100% AD 117 PIECES FREIGTH COLLECT SCV : 7 57022,TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,04/26/2015,38805,17639,Algeciras,"New York/Newark Area, Newark, New Jersey",PANGAL,Spain,OT.70601,BP 1616 DOUALA 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA 237-33426022 TEL EX 237-3342 33, ,1,INBU5153423,4CB0,11,BDL,17,CM,SAFM566222430, , ,514W,47493CM0047493,PANAMA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
SAWN TIMBER AZOBE,TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,04/26/2015,43536,19789,Algeciras,"New York/Newark Area, Newark, New Jersey",PANGAL,Spain,N/M,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MRKU0740818,4CB0,20,BDL,17,CM,SAFM566238888, , ,514W,CM0080085,PANAMA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DEL",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
OF SAWN TIMBER AZOBE ( LOPHI RA ALATA) FSC 100% AD 111 PI ECES OT 70572,TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,04/01/2015,41715,18961,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC MICHAELA,Spain,N/M,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MSKU6003743,4CB0,9,BDL,17,CM,SAFM566015488, , ,511W, ,PANAMA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"17 BUNDLES OF SAWN AZOBE (LO PHIRA ALATA) FSC100% AD 'SU PPLIER CERTIFIES THAT THE COVE R BOARDS, SPACER STICKS AND BL OCKS ARE THE SAME SP ECIES AS THE LUMBER BEING SHIPPED. THE Y ARE PART OF THE LUMBER SHIPE MENT, SUBJECT TO APHIS INSPE CTION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,03/25/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,EX1 N E963 DU 19/01/2015 BESC N963 80 OT 70531,BP 1616 DOUALA- CAMEROUN TEL +237 237 233430711 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA- CAMEROUN TEL +237 237 233430711 237-33426022 TEL EX 237-3342 33, ,1,MRKU9322038,2CB0,17,BDL,14,CM,SAFM565465865, , ,510W, ,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DEL",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIR A ALATA) FSC100% AD- 1020 PI ECES EX1 N E1616 DU 26/01/1 5 BESC N 96764 'SUPPLIER CERTIFIES THAT THE COVER BOARD S, SPACER STICKS AND BLOCKS AR E THE SAME SPECIES AS THE LUMB ER BEING SHIPPED. THEY ARE PAR T OF THE LUMBER SHIPEMENT, SUB JECT TO APHIS INSPECTION AND A RE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,03/25/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,N/M,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MRKU7048463,2CB0,17,BDL,14,CM,SAFM565873337, , ,510W, ,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC OF DE",PO BOX 6309 NJ 07728 FREEHOLD USA 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100 PERCENT AD FRE IGHT COLLECT SVC 757022 EX1 NO E961 DU 19/01/2015 'SUP PLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLO CKS ARE THE SAME SP ECIES AS OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100 PERCENT AD FRE IGHT COLLECT SVC 757022 EX1 NO E961 DU 19/01/2015 'SUP PLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLO CKS ARE THE SAME SP ECIES AS THE LUMBER BEING SHIPPED. THEY ARE PART OF THE LUMBER SHIPEM ENT, SUBJECT TO APHIS INSPEC TION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022 THE LUMBER BEING SHIPPED. THEY ARE PART OF THE LUMBER SHIPEM ENT, SUBJECT TO APHIS INSPEC TION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,03/25/2015,70578,32081,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,N/MN/M,BP 1616 DOUALA-CAMEROUN TEL +237 237 233430711 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 237 233430711 237-33426022 TEL EX 237-3342 33, ,2,MRKU8865365 MRKU7249956,2CB0 2CB0,34,BDL,29,CM,SAFM565963037, , ,510W, ,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
