PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,alan,alder,ash,azobe,balau,balsam,baromalli,beech,birch,bulletwood,burada,cabeza de mono,cara euc,cara pino,cedar,cherry,conifer,cowwood,crabwood,cuiabano pine,curupau,dakama,darina,douglas fir,drm red,dukali,ekki,elliotii pine,elliotis,elliotis pine,elliottis,eperua falcata,eucalyptus cloezina,european beech,fir,garlicwood,greenheart,guizotia abyssinica,helianthus annuus,hemlock,hickory,ipe,kabukalli,kakaralli,lauan,limonaballi,locust,maple,meraniti,meranti,mora,oak,okoume,parana,parana pine,paric,parica,pine,plantagoo vata,poplar,purpleheart,radiata,radiata pine,radim,red balau,red oak,rubber wood,safflower,sandura,sapgum,seraya,shibadan,shorea spp,soft maple,southern pine,southern yellow,spruce,sunflower,tada,tada pine,taeda,taeda pine,tatabu,tauroniro,teak,tonka bean,uruguayan pine,virola,wallaba,walnut,wamara,wamaradan,washiba,white oak,wrc,yarula,yellow poplar,imports_wood,SHIPPER_COUNTRY
PCS 30' GREENHEART PILES (INV# 185) PCS ROUGH SAWN PURPLEHEART LUMBER (INV 184),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-08-01 00:00:00,94774,43079,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7835821 SMLU7900613, ,109,PCS,0, ,SMLU4919994A, , ,50,404703 G2188625 CTA404611 G2188626,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"01 X 40' HC CONTAINING 16 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS WM366 CASING PRIMED,631 BASE PRIMED CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/1646012-001 SD: 2141270840/0 NCM: 44189000 NCM CODE: 44189000",BRIDGEWELL RESOURCES, ,AERO COMERCIO DE PORTAS E BATENTES,2015-01-06 00:00:00,43780,19900,Port Itapoa,"Jacksonville, Florida",MONTE AZUL,Brazil,NO MARKS CES P.O'S.: 143474 729911,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 CNPJ: 11.847.182/00 PR 84220-000 BR,97223,1,SUDU6850269,4510,16,PKG,0,CM,SUDU64ITJIA2260X, , ,061N,BOLT4722804,PORTUGAL, ,SUDU,HAMBURG SUED,HAMBURG, ,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PH:503872-3535/FX: 503 238-266 PORTLAND, OR 97223 OR 97223 US",ITAPOA SC BR,2015,AERO COMERCIO DE PORTAS E BATENTES,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
PCS 35FT. GREENHEART PILES (INV# 435) PCS GREENHEART LUMBER (INV# 435) PCS STB. 23 PCS. 30FT. & 3 PCS. 39FT. GREENHEART PILES (INV# 435),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2020-01-14 00:00:00,120372,54715,Port Bustamante,"New York, New York",OCEAN PROMISE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,3,DRYU9659590 GESU5542098 MAGU5116472,4510 4510 4510,95,PCS,0, ,SMLU5918792A, , ,9,541165 G2621639 541164 G2621647 541166 G2621640,UNITED KINGDOM, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN,2020,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PCS GREENHEART PILES PCS GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-06-20 00:00:00,96670,43941,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7843766 SMLU7886222, ,72,PCS,0, ,SMLU4875832A, , ,48,G2188402 V039043 G2188358 402544,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
NET WEIGHT 22300 KGS. 3 X 40 HC S.T.C. 35 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 13286 MBF 61.299 CBM 144.610 ORDER NR. 683304/00673198/00673197 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST TOTAL GROSS WEIGHT 69450 KGS. NET WEIGHT 22970 KGS. NET WEIGHT 23655 KGS.,BRIDGEWELL RESOURCES, ,DANK S.A.,2013-05-05 00:00:00,152790,69450,South Riding Point,"Houston, Texas",MSC BARBARA,Bahamas,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,3,TCLU5862032 INKU6586837 DRYU9349465,4510 4510 4510,35,PKG,144,X,MSCUUU109916, , ,315S,UYMVD0003742 UYMVD0003743 UYMVD0003741,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2013,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"23,320 KGS NET WEIGHT WOOD 23,420 KGS NET WEIGHT 44 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 9255 MBF 41.896 CBM 98.840 ORDER NR.:00662022/00666016 'WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST'",BRIDGEWELL RESOURCES, ,DANK S.A.,2013-01-04 00:00:00,104280,47400,Balboa,"Oakland, California",OCTAVIA,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,2,MSCU8215784 TCLU5470957,4510 4510,44,BOX,98,X,MSCUUU091403, , ,1248A,0147371 0147351,MARSHALL ISLANDS, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2013,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
PCS GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-02-14 00:00:00,50705,23048,Haina,"New York, New York",VIKING MERLIN,Dominican Republic,NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7867325, ,24,PCS,0, ,SMLU4748695A, , ,30,V035297 G1927871,SINGAPORE, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
GREENHEART PILES GREENHEART PILES,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,2013-04-23 00:00:00,38670,17577,Port Bustamante,"New York, New York",JULIETTE RICKMERS,Jamaica,WGM 8062 WGM 8062,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,2,ZCSU8644777 ZCSU8638096,4500 4500,55,PCS,30,CF,ZIMUGTG05970, , ,3W,CTA231419 ZZC12181K CTA231418 ZZC12178K,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2013,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"12 PACKAGES WITH 3.872 PIECES OF CLEAR KD TADA AND PARANA PINE FJ PRIMED MOULDINGS RECEIVED ON BOARD CONTRACT NR: PO-00709120 FREIGHT PREPAID HTS # 4409.10.40.10 HS CODE: 440910 INCOTERM: CFR NCM: 4418200099 NALADI: 441820 THE SOLID WOOD PACKAGING MATERIALS IN THIS SHIPMENT ARE TOTALLY FREE FROM BARK AND APPARENTLY FREE FROM LIVE PLANT PEST THE REGULATED WOOD PACKING MATERIAL HAS BEEN TREATED IN ACCORDANCE WITH THE USDA REQUIREMENTSITEMS INDICATED AS FSC 100% ARE IN ACCORDANCE WITH THE FOLLOWING SPECIFICATIONS PRODUCTS FSC - 1 ARE FROM FORESTS WITH FORESTRY MANAGMENT FSC-100% RA-COC-001878 ITEMS INDICATED AS FSC MIX ARE IN ACCORDANCE WITH THE FOLLOWING SPECIFICATIONS PRODUCTS FSC - 2 ARE FROM WELLMANAGED FORESTS AND OTHER CONTROLLED SOURCES FSC MIX CREDIT RA-COC-001878 R. E. NO.: 14 0505565-001 TO 002 DDE: 2140387925 7 INVOICE: 122 14 NF.: 0098614 NET WEIGHT: 19.600,000 KGS ALSO NOTIFY: BRIDGEWELL RESOURCES LLC10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG PHONE: (800) 784-3545 FAX: (503) 238-2664 E-MAIL: TSANDBERG@BRIDGEWELLRES.COM",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S A,2014-05-24 00:00:00,43120,19600, ,"Baltimore, Maryland",MSC ILONA, ,ARAUPEL PO-00709120 BALTIMORE LJAT214780000DQ JAMBS T E FJ PRIMED S4S FSC - 1 PACKAGES NBS 181 TO 183 LJAT214780000DQ JAMBS T E FJ PRIMED S4S FSC - 2 PACKAGES NBS 178 TO 180 AND 183 TO 185 LJAT674870000DP JAMBS T E FJ PRIMED S4S FSC - 1 PACKAGES NBS 187 TO 189 LJAT674870000DP JAMBS T E FJ PRIMED S4S FSC - 2 PACKAGES NBS 186 TO 187 { NCM -------------} GESU4699098 1 44182000 {-NCM--------------},"10200 SW GREENBURG RD. PORTLAND, 97223, U.S.A. ATTN: TIA SANDBERG PHONE:(800) 784-3545 FAX:(503) 23 E-MAIL: TSANDBERG@BRIDGEWELLRES.CO TIGARD OR 97223 US","RUA GEN. CAMARA, 243 - 6O ANDAR 90010-230 - PORTO ALEGRE - RS - BRAZIL - PHONE: 55 51 3221-7344 FAX:55 51 3224-8022 CNPJ: 87102810 PORTO ALEGRE RS 90010230 BR",97223,1,GESU4699098,4500,12,PCS,0, ,CHIWPGMAYVX00, , ,0416N,LT0993673,GERMANY, ,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO, , ,P O BOX 49 V,RICHARD MURRAY & SONS,"109 NORTH CONCEPTION ST. P.O. BOX MOBILE,AL 36601 U.S.A. ATTN:JAN R PHONE:(251)415-7042 FAX:(251)432 E-MAIL: JAN@RICHARD-MURRAY.COM MOBILE AL 36602 US",NAVEGANTES (SANTA,2014,ARAUPEL S/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
"NET WEIGHT: 24.385 KGS 11 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 4058 MBF 21.677 CBM 51.120 DUA:553955 ORDER NR.: 716027 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST 2ND NOTIFY RICHARD MURRAY & CO.INC. 109N CONCEPTION STREET 102 MOBILE,AL36602 INGEWENTWORTHP:2514325549 EXT.19 F:2514322810 INGE RICHARD-MURRAY.COM",BRIDGEWELL RESOURCES, ,DANK S.A.,2014-10-19 00:00:00,54010,24550,Sao Paulo,"Houston, Texas",MONTE TAMARO,Brazil,NO MARKS,"10200 SW GREENBURG RD.,STE.500, TIGARD,OR 97223-E RD.,STE.500, TIGARD OR 97223 US",JUAN PAULLIER 1671 PH.59824099999 MONTEVIDEO-URUGUAY 11000 UY,97223,1,SUDU8510890,4510,11,PKG,0,CM,SUDU546700470106, , ,059N,HSDG508075,GERMANY, ,SUDU,HAMBURG SUED,HAMBURG, ,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG PH:5038723535 OR 8007843545 RD.,STE.500, TIGARD OR 97223 US","MONTEVIDEO, URUGU",2014,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
NET WEIGHT 25.180 20 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 3424 MBF 20.968 CBM49.520 ORDER NR. 617489 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2011-06-09 00:00:00,56056,25480,South Riding Point,"Port Everglades, Florida",BEAUMONT,Bahamas,NO MARKS SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,MSCU9012565,4510,20,PKG,49,CM,MSCUUU014330, , ,6P,8383740,DENMARK,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2011,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
ROUGH SAWN GREENHEART 3 X 10 TO 12 X 12 -14- TO 24- FREIGHT COLLECT ALL LOCAL CHA RGES AT DESTINATION FOR CONSIGNEE-S ACCOU NT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,R & H JAISINGH,2014-05-03 00:00:00,23520,10691,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,C/O RAMJIT & HENRY JAISINGH 10-12 S ARAH JOHANNAH EAST BANK DEMERARA GU YANA,11792,1,ZCSU8833451,4500,121,PCS,0,CF,ZIMUGTG07287, , ,53E,CTA286927 ZZCK50643,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,R & H JAISINGH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"LAMINATED FLOORING ON 22 PALLETS LS;489163 PO;694162 LAMINATED FLOORING ON 22 PALLETS LS;489337 PO;694182 LAMINATED FLOORING ON 22 PALLETS LS;489208 PO;694168 LAMINATED FLOORING ON 22 PALLETS LS;489297 PO;694173 LAMINATED FLOORING ON 22 PALLETS LS;489255 PO;694169 LAMINATED FLOORING ON 22 PALLETS LS;489221 PO;694172 HS CODE 4411132000 DELIVERY ADDRESS; BRIDGEWELL RESOURCES C/O PANEL SERVICES 101 BAILEY ST. 27028 MOCKSVILLE, NC USA ++ E-MAIL; BWRSBPSSUPPORT+BRIDGEWELLRES.COM LAMINATED FLOORING ON 22 PALLETS LS;489254 PO;694181 LAMINATED FLOORING ON 22 PALLETS LS;489281 PO;694178 LAMINATED FLOORING ON 22 PALLETS LS;489234 PO;694174 LAMINATED FLOORING ON 22 PALLETS LS;489256 PO;694177 LAMINATED FLOORING ON 22 PALLETS LS;489278 PO;694171",BRIDGEWELL RESOURCES, ,KRONOFLOORING GMBH,2013-09-05 00:00:00,389840,177200,Stade,"Charleston, South Carolina",OOCL KUALA LUMPUR,Germany,NO MARKS . . . NO MARKS . . . NO MARKS . . . NO MARKS . . . NO MARKS . . . NO MARKS . . . . . . . . . . . . NO MARKS . . . NO MARKS . . . NO MARKS . . . NO MARKS . . . NO MARKS . . .,"C/O PANEL SERVICES 101 BAILEY ST. 27028 MOCKSVILLE, NC / USA PHONE;+ 1 336 751 7300",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,27028,11,HLXU3275889 FSCU7946489 BSIU2070283 HLXU2152468 HLXU3130041 CLHU3097175 HLXU2349837 HLXU3490979 AMFU3238660 HLXU2367363 HLXU3260488,2210 2210 2210 2210 2210 2200 2210 2210 2210 2210 2210,242,PKG,0, ,FMSW1130890061,H,HLCUHAM130771125,59W34,2351388 KL2351388 2351326 KL2351326 KL2351380 L2351380 2351331 KL2351331 2351334 KL2351334 KL2351329 L2351329 KL2351328 L2351328 2351338 KL2351338 KL2351327 L2351327 2351330 KL2351330 2351333 KL2351333,HONG KONG, ,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH, , ,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,BRIDGEWELL RESOURCESJOHN A. STEER CO.,"28 SOUTH 2ND STREET PHILADELPHIA, PA 19106 UNITED STATES",HAMBURG,2013,KRONOFLOORING GMBH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Germany
PCS 35' GREENHEART PILES (INV# 180) PCS 30' GREENHEART PILES (INV# 181),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-08-01 00:00:00,87014,39552,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7922119 SMLU7876965, ,50,PCS,0, ,SMLU4912914A, , ,50,CTA404303 G2188595 G2188596 CTA404304,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PCS GREENHEART SQUARES (INV# 243),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-04-17 00:00:00,53439,24290,Haina,"New York, New York",GLUECKSBURG,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7859016, ,51,PCS,0, ,SMLU5208081A, , ,88,446734 G2189724,MALTA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2023-11-02 00:00:00,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRKU2558417,4EB0,24,LOG,15,CM,MAEU231532985, , ,343N,ML GY 0009037,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN,2023,SOUTHERN TIMBER EXPORTS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
