PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
85PCS GREENHEART (CHLOROCARDI UM RODIEI) ROUGHSAWN LUMBER GR04-SEL SIZE: 3''X10''X16' 6''X6''X14' 6''X12''X18' 8' 'X10''X16'' 10''X10' 'X22'8130.67BF,"BASILICATO NORTH AMERICA ,LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,04/04/2023,42487,19312,Puerto Manzanillo,"Philadelphia, Pennsylvania",MAERSK WELLINGTON,Panama,N/M,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593","LOT 32, WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA 5926668440",33756,1,CAAU6390250,4EB0,1,CTN,19,CM,SEAU225340174, , ,308N,GY0008151,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA ,LLC","1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
"34PCS GREENHEART (CHLOROCARDI UM RODIEI) ROUGHSAWN LUMBER GR04-SEL SIZE: 8''X8''X20'3 626.67BF 8PCS GREENHEART ( CHLOROCARDIUM RODIEI) ROUND P ILES GR03- PRIME, BUTT 12''-1 5'', 39' LENGTH312LF","BASILICATO NORTH AMERICA ,LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,04/04/2023,36689,16677,Puerto Manzanillo,"Philadelphia, Pennsylvania",MAERSK WELLINGTON,Panama,N/M,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593",LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA 5926668440,33756,1,MRSU5050119,4EB0,1,PCS,15,CM,SEAU225643809, , ,308N,GY0007220,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA ,LLC","1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
"540BUNDLES/108SQUARES TAPER SAWN SHINGLES WALLABA (EPERUAFALCATA) GR11-PRIME,LENGTH 18''-WIDTH 3''-10'' THICKNESS 7/16''-EXPOSURE6'' FREIGHT COLLECT",CONSTRUCTION CHARPENTE CC DESIGN,CONSTRUCTION CHARPENTE CC DESIGN,PRESTIGE TIMBERS INC,03/07/2023,47993,21815,Port of Spain,"San Juan, Puerto Rico",NOMADIC HJELLESTAD,Trinidad,NO MARKS,LOT 31 POINTE DE MILOU ST BARTHELEMY 97133 F.W.I,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA TE GUYANA,97133,1,FCIU3484470,2200,1,BDL,0,CM,CMDUCUY0110668, , ,0HN2A,CD9519 FAA7168,MARSHALL ISLANDS, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,BASILICATO CORPORATION,"1001 S MYRTLE AVE- SUITE 1 CLEARWATER, FL 33756 USA","GEORGETOWN, GY"
TAPER SAWN WALLABA SHINGLES (EPERUAFALCATA) GR11 - PRIME LENGTH 24 - WIDTH 3 - 10 THINCKNESS 3/4 EXPOSURE 10,BAH BUILDERS & DEVELOPMENT CO. LTD,BAH BUILDERS & DEVELOPMENT CO LTD,PRESTIGE TIMBERS INC.,03/07/2023,57495,26134,Point Lisas,"West Palm Beach, Florida",TROPIC ISLAND,Trinidad,TTRU2652633,32 AIRPORT INDUSTRIAL PARK NASSAU BS,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY, ,1,TTRU2652633,22G1,575,PCS,0, ,TSCW16090960, , ,107,1121264 552606,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
TAPER SAWN WALLABA SHINGLES EPERUAFALCATA) GR11 - PRIME LENGTH 24 - WIDTH 3 - 10 THINCKNESS 3/4 EXPOSURE 10,BAH BUILDERS & DEVELOPMENT CO. LTD,BAH BUILDERS & DEVELOPMENT CO LTD,PRESTIGE TIMBERS INC.,03/07/2023,53995,24543,Point Lisas,"West Palm Beach, Florida",TROPIC ISLAND,Trinidad,BSIU9449670,32 AIRPORT INDUSTRIAL PARK NASSAU BS,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY, ,1,BSIU9449670,45G1,540,PCS,0, ,TSCW16090995, , ,107,1118801 1118802,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"144 PCS GREENHEART (CHLOROCAR DIUM RODIEI) ROUGH SAWN LUMBE R GR04- SEL SIZE: 2''X10''X 16' 2''X12''X16' 3''X10''X16' 4''X8''X12' 4''X12''X16' 6''X1, 2''X18' 8''X10''X1 6' 10''X10''X10'","BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,42524,19329,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR COSTA RICA,Panama,N/M,"1001 S MYRTLE AVE SUITE 1 CLEARWATER, FL 33756 USA 17275813593",LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,MRKU5445841,4EB0,1,PCS,0,CM,SEAU223103835, , ,251N,GY0007780,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA, LLC","1001 S MYRTLE AVE SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
"177 PCS GREENHEART (CHLOROCAR DUIM RODIEI) ROUGH SAWN LUMBE R GR04- SEL SIZE: 6''X6''X16 ',18',20'","BASILICATO NORTH AMERICA,LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,45743,20792,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR COSTA RICA,Panama,N/M,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593","LOT 32 WINDSOR ESTATES, PETER'S HAL EAST BANK DEMERARA GUYANA. 5926668440",33756,1,MRKU5959100,4EB0,1,PCS,20,CM,SEAU223103677, , ,251N,GY0007766,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA,LLC","1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,415646,188930,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,123,PCS,0,CF,OBUKOB119122204, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,407198,185090,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,126,PCS,0,CF,OBUKOB119122206, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,442442,201110,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,138,PCS,0,CF,OBUKOB119122207, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,288860,131300,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,104,PCS,0,CF,OBUKOB119122208, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,111672,50760,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,39,PCS,0,CF,OBUKOB119122209, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,5537,2517,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,54,PCS,0,CF,OBUKOB119122210, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,24684,11220,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,34,PCS,0,CF,OBUKOB119122211, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
GREENHEART PILES,BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,01/02/2023,411576,187080,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",LOT 32 WONDSOR ESTATE PETERS HALL EAST BANK DEMERARA DEMERARA GY,33756,1,NC, ,154,PCS,0,CF,OBUKOB119122205, , ,182, ,NORWAY, ,OBUK, , , , , ,BASILICATO NORTH AMERICA LLC,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER FL 33756 US",GEORGETOWN
"WALLABA SHINGLES & HIP & RIDGE BREAKDOWN 480 BDLS / 96 SQUARES TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11 PRIME, LENGTH 18,WIDTH 3 - 10 THICKNESS 7/16 - EXPOSURE, 6 84 BDLS WALLABA (EPERUA FALCATA) HIP & RIDGE GR11 - PRIME, LENGTH 18 - WIDTH 4 & 4 1/2 THICKNESS 1/2 - EXPOSURE 6",PREMIER IMPORTERS LTD,PREMIER IMPORTERS LTD,PRESTIGE TIMBERS INC.,12/21/2022,45824,20829,Point Lisas,"West Palm Beach, Florida",TROPIC JEWEL,Trinidad,BSIU3273855,EAST ST POBX N 1085 NASSAU BS,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY, ,1,BSIU3273855,22G1,564,PCS,0, ,TSCW15930054, , ,93,11206081120609,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"SHINGLES AND HIP & RIDGE BREAKDOWN 570 BDLS/ 114 SQUARES TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11-PRIME, LENGTH 18 - WIDTH 3 - 10, THICKNESS 7/16 - EXPOSURE 6 84 BDLS WALLABA (EPERUA FALCATA) HIP & RIDGE GR11-PRIME, LENGTH 18 - WIDTH 4 & 4-1/2 THICKNESS 1/2 - EXPOSURE 6",EURO CONSTRUCTION SERVICES,EUROPE CONSTRUCTION,PRESTIGE TIMBERS INC.,12/04/2022,53137,24153,Bridgetown,"West Palm Beach, Florida",TROPIC TIDE,Barbados,WFHU5171411,1315 N SWINGTON AVE DELRAY BEACH FL 33444 US,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY,33444,1,WFHU5171411,45G1,654,PCS,0, ,TSCW15930033, , ,1601,112062829 CTA621083,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"23PCS GREENHEART (CHLOROCARDI UM RODIEI) ROUND PILES GR03- PRIME, BUTT 12''-15'', 39' LEN GTH897LF","BASILICATO NORTH AMERICA , LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,11/28/2022,48439,22018,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR BRASIL,Panama,N/M,1001 S MYRTLE SUITE 1 CLEARWATER FL 33756 USA 17275813593,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,MRSU5291610,4EB0,1,PCS,19,CM,SEAU222122741, , ,246N,GY0007431,MALTA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA , LLC",1001 S MYRTLE SUITE 1 CLEARWATER FL 33756 USA,GEORGETOWN
"TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GE11-PRIME, LENGTH 18 - WIDTH 3 - 10 THICKNESS 7/16- EXPOSURE 6",BASILICATO CORPORATION,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC.,11/11/2022,43109,19595,Point Lisas,"West Palm Beach, Florida",TROPIC JEWEL,Trinidad,BSIU3046553,1001 S MYRTLE AVE SUITE 1 CLEARWATER FL 33756 US,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY,33756,1,BSIU3046553,22G1,540,PCS,0, ,TSCW15879100, , ,90,1120845 CTA603948,SAINT VINCENT AND THE GRENADINES, ,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"(SQUARES) SHINGLES,HIP & RIDGE, SHAKES BREAKDOWN 88 SQUARES TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11-PRIME, LENGTH 18' - WIDTH 3 - 10' THICKNESS 7/16 - EXPOSURE 6 41 SQUARES WALLABA HIP & RIDGE AND SHAKES, (EPERUA FALCATA) GR11 PRIME, LENGTH 18 - WIDTH 4 & 4-1/2 THICKNESS 1/2 - EXPOSURE 6 GR11-PRIME, LENGTH 18 - WIDTH 3 - 10 THICKNESS 5/8 - EXPOSURE 6 SHINGLES BREAKDOWN 96 SQUARES/ 480 BDLS TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11-PRIME, LENGTH 18 - WIDTH 3 - 10, THICKNESS 7/16 - EXPOSURE 6 84 BDLS WALLABA (EPERUA FALCATA) HIP & RIDGE GR11-PRIME, LENGTH 18 - WIDTH 4 & 4 1/2 THICKNESS 1/2 - EXPOSURE 6",BASILICATO CORPORATION,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC.,10/19/2022,85635,38925,Point Lisas,"West Palm Beach, Florida",TROPIC ISLAND,Trinidad,TTRU2651961 BSIU3190581,1001 S MYRTLE AVE SUITE 1 CLEARWATER FL 33756 US,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY,33756,2,TTRU2651961 BSIU3190581,22G1 22G1,693,PCS,0, ,TSCW15821320, , ,97,1118933 1118934 1118931 1118932,SAINT VINCENT AND THE GRENADINES, ,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"40PCS WALLABA (EPERUA FALCATA ) ROUND POLES GR08-PRIME, BUT T 10''-12'', 25' LENGTH 10 PC S WALLABA (EPERUA FALCATA) RO UND POLES GR08-PRIME, BUTT 10 ''-12'', 30' LENGTH",BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,10/17/2022,39112,17778,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR BRASIL,Panama,N/M,1001 S MYRTLE SUITE 1 CLEARWATER FL 33756 USA 17275813593,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,HASU4613028,4EB0,1,PCS,0,CM,SEAU221018073, , ,240N,GY0007135,MALTA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,BASILICATO NORTH AMERICA LLC,1001 S MYRTLE SUITE 1 CLEARWATER FL 33756 USA,GEORGETOWN
"50 PCS WALLABA (EPERUA FALCAT A) ROUND POLES GRO8- PRIME, B UTT 10''-12'',25' LENGTH1250L F",BASILICATO NORTH AMERICA LLC,BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,10/17/2022,38267,17394,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR BRASIL,Panama,N/M,1001 S MYRTLE AVE SUITE 1 CLEARWATER FL 33756 USA 17275813593,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,MRKU6044930,4EB0,1,PCS,15,CM,SEAU221017995, , ,240N,GY0007132,MALTA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,BASILICATO NORTH AMERICA LLC,1001 S MYRTLE AVE SUITE 1 CLEARWATER FL 33756 USA,GEORGETOWN
"TAPER SAWN WALLABA SHAKES (EPERUA FALCATA) SPLIT-FACE APPEARANCE GR11-PRIME, LENGTH 18 - WIDTH 3 - 10 THICKNESS 5/8 - EXPOSURE 6",REGAL CONSTRUCTION LTD,REGAL CONSTRUCTION INC,PRESTIGE TIMBERS INC.,09/14/2022,49647,22567,Bridgetown,"West Palm Beach, Florida",TROPIC JEWEL,Barbados,TTRU2651730,86 MARSHALL RD C/O VALENTINO MARTIN NASSAU BS,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY, ,1,TTRU2651730,22G1,700,PCS,0, ,TSCW15780597, , ,86,CTA585780 NA,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11-PRIME, LENGTH 18-WIDTH 3-10 THICKNESS 7/16-EXPOSURE 6 FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",DMG HARDWOODS,DMG HARDWOODS,PRESTIGE TIMBERS INC,08/24/2022,48457,22026,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP LEO,Jamaica,NO MARKS NO NUMBERS,"16 WHITE BIRCH LANE YORK, MAINE 03909 USA",LOT 32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GUYANA,3909,1,ZIMU1311829,2200,400,BDL,622,CF,ZIMUGTG0017162, , ,36N,CTA626763 A4200356471,LIBERIA,61 - Immediate Transportation,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,DMG HARDWOODS,"16 WHITE BIRCH LANE YORK, MAINE 03909 USA",GEORGETOWN - GUYA
"TAPER SAWN WALLABA SHINGLES (EPERUA FALCATA) GR11-PRIME, LENGTH 18-WIDTH 3-10 THICKNESS 7/16-EXPOSURE 6 FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",DMG HARDWOODS,DMG HARDWOODS,PRESTIGE TIMBERS INC,08/24/2022,46627,21194,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP LEO,Jamaica,NO MARKS NO NUMBERS,"16 WHITE BIRCH LANE YORK, MAINE 03909 USA",LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA GUYANA,3909,1,ZIMU2931315,2200,400,BDL,622,CF,ZIMUGTG0017105, , ,36N,CTA626770 A4200356460,LIBERIA,61 - Immediate Transportation,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,DMG HARDWOODS,"16 WHITE BIRCH LANE YORK, MAINE 03909 USA",GEORGETOWN - GUYA
4264 PCS PURPLEHEART (PELTOGY NE SPP.) DRESSED GR04- PRIME SIZE- 1''X3''X12' 3/4''X7 -1/4''X8' 3/4''X7-1/4''X7' 3/4''X7-1/4''X6' 3/4''X7-1/ 4''X5' 3/4''X7-1/4''X4' 3/ 4''X7-1/4''X3',"BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,08/19/2022,45997,20908,Puerto Manzanillo,"Philadelphia, Pennsylvania",MAERSK BOGOR,Panama,1 X 40 ST,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593","LOT 32 WINDSOR ESTATES, PETER'S HAL EAST BANK DEMERARA GUYANA 5926668440",33756,1,MSKU1743201,4EB0,1,PCS,20,CM,SEAU219575889, , ,227N,GY0006819,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA, LLC","1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
"SHINGLES BREAKDOWN 600 BDLS TAPER SAWN WALLABA SHAKES(EPERUA FALCATA) SPLIT-FACE APPEARANCE GR11-PRIME, LENGTH 18 - WIDTH 3 - 10 THICKNESS 5/8 - EXPOSURE, 6 72 BDLS WALLABA (EPERUA FALCATA) HIP & RIDGE SPLIT-FACE APPEARANCE GR11-PRIME, LENGTH 18 - WIDTH 4 & 4 1/2 THICKNESS 1/2 - EXPOSURE 6",REGAL CONSTRUCTION LTD,REGAL CONSTRUCTION INC,PRESTIGE TIMBERS INC.,08/10/2022,47661,21664,Point Lisas,"West Palm Beach, Florida",TROPIC ISLAND,Trinidad,TTRU2656372,86 MARSHALL RD C/O VALENTINO MARTIN NASSAU BS,32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GY, ,1,TTRU2656372,22G1,672,PCS,0, ,TSCW15715870, , ,92,1046133 1046138,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200
"23PCS GREENHEART (CHLOROCARDI UM RODIEI) ROUND PILES GRO3- PRIME, BUTT 12''-15'',39' LENG TH 897LF","BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,08/08/2022,49612,22551,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR ARGENTINA,Panama,1 X 40 ST,"1001 S MYRTLE AVE, SUITE 1 CLEARWATER, FL 33756 USA 17275813593",LOT 32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,MIEU3040269,4EB0,1,PCS,19,CM,SEAU219212445, , ,230N,GY0006566,MALTA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA, LLC","1001 S MYRTLE AVE, SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
"23PCS GREENHEART(CHLOROCARDI UM RODIEI) ROUND PILES GR03-P RIME, BUTT 12''-15'',39' LENGT H 897LF","BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,PRESTIGE TIMBERS INC,08/08/2022,50071,22760,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR ARGENTINA,Panama,1X40 ST,"1001 S. MYRTLE AVE, SUITE 1 CLEARWATER, FL 33756 USA 17275813593",LOT 32 WINDSOR ESTATE PETER'S HALL EAST BANK DEMERARA GUYANA 5926668440,33756,1,MRSU5103374,4EB0,1,PCS,19,CM,SEAU219374852, , ,230N,GY0006567,MALTA, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,"BASILICATO NORTH AMERICA, LLC","1001 S. MYRTLE AVE, SUITE 1 CLEARWATER, FL 33756 USA",GEORGETOWN
