PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,12/22/2023,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRKU3988578,4EB0,35,PKG,18,CM,MAEU232947763, , ,350N,ML GY 0009383,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
ROUGH SAWN GREENHEART LUMBER - 8069 BM - 19.03 CBM,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,12/22/2023,51896,23589,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,EFPI PO#55585/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 5922268556, ,1,CAAU6671896,4EB0,61,PCS,19,CM,MAEU232680225, , ,350N,CETO050594 GY0009385,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN
ROUGH SAWN GREENHEART LUMBER - 8064 BM - 19.01 CBM,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,12/22/2023,52381,23810,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,EFPI PO#55589/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 5922268556, ,1,MRSU4960346,4EB0,66,PCS,19,CM,MAEU232947799, , ,350N,CETO050729 GY0009396,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN
GREENHEART PILES GREENHEART PILES GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,11/30/2023,238099,108227,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M N/M N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,4,MSKU0229137 MRSU3187191 SUDU6512385 TRHU5898458,4EB0 4EB0 4EB0 4EB0,115,LOG,62,CM,MAEU232769316, , ,347N,ML GY 0009372 ML GY 0009368 ML GY 0009341 ML GY 0009367,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,11/24/2023,178574,81170,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,3,HASU4562872 MRSU3812534 HASU5138386,4EB0 4EB0 4EB0,131,LOG,49,CM,MAEU232492951, , ,346N,ML GY 0009314 ML GY 0009311 ML GY 0009312,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,11/09/2023,178574,81170,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOT 12 BB ECCLES EAST BANK DEMERARA GEORGETOWN GUYANA,11792-1032,3,MRKU5169893 MRSU5760656 MRSU4841049,4EB0 4EB0 4EB0,64,LOG,58,CM,MAEU231985911, , ,344N,GY0009270 ML GY 0009270 ML GY 0009273 ML GY 0009262,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,11/02/2023,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRSU4824993,4EB0,34,LOG,14,CM,MAEU231784052, , ,343N,ML GY 0009228,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART (CHLOROCARDIUM RODI EI) ROUND PILES GR03 SEL 69 P CS.  2041 LF / 36.42 M3 GREENHEART (CHLOROCARDIUM RODI EI) ROUND PILES GR03 SEL 69 P CS.  2041 LF / 36.42 M3,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,GREEN LINE PRODUCTS ENT INC,11/02/2023,114640,52109,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOT 126 BACHELOR'S ADVENTURE EAST COAST DEMERARA GUYANA 5926260603,11792-1032,2,MSKU1502816 MSKU9774847,4EB0 4EB0,69,PCS,36,CM,SEAU231869308, , ,343N,043906 GY0009152 043910 GY0009153,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
"44 PIECES ROUGH SAWN GREENHEAR T LUMBER - 3012 BM / 7.10 CBM (HS CODE - 440799) 42 PIECE S ROUGH SAWN WASHIBA LUMBER - 1511 BM/3.56 CBM ( HS CODE - 4 40929) 86 PIECES ROUGH SAWN KABUKALLI LUMBER - 1749 BM/4., 13 CBM (HS CODE - 440929) 1 87 PIECES ROUGH SAWN PURPLEHEA RT LUMBER - 1499 BM/3.54 CBM ( HS CODE - 440929) 13 PIECES ROUGH SAWN SHIBADAN LUMBER - 260 BM/0.61 CBM (HS CODE - 440 929)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,11/02/2023,61420,27918,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,EFPIPO#55580/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 5922268556", ,1,CAAU6094705,4EB0,372,PCS,18,CM,MAEU231528742, , ,343N,CETO043994 GY0009224,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN
GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,11/02/2023,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,HASU4652554,4EB0,142,LOG,18,CM,MAEU231784127, , ,343N,NS,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,11/02/2023,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRKU2558417,4EB0,24,LOG,15,CM,MAEU231532985, , ,343N,ML GY 0009037,MARSHALL ISLANDS, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
PURPLEHEART (PELTOGYNE SPP.) L UMBER GR04 SEL 100 PCS./14.49 M3 GREENHEART (CHLOROCARDI UM RODIEI) LUMBER GR04 SEL 38 PCS./3.77 M3,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,GREEN LINE PRODUCTS ENT INC,10/26/2023,48303,21956,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOT 126 BACHELOR'S ADVENTURE EAST COAST DEMERARA GUYANA 5926260603,11792-1032,1,MRKU3112369,4EB0,138,PCS,18,CM,SEAU230664975, , ,342N,043901 GY0009121,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,10/26/2023,112435,51107,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,2,SUDU5793755 CIPU5087124,4EB0 4EB0,56,LOG,29,CM,MAEU231400908, , ,342N,ML GY 0009053 ML GY 0009055,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
"186 PIECES ROUGH SAWN GREENHEA RT LUMBER - 3,376 BM - 7.96 CB M (HS CODE - 440799) 837 PI ECES ROUGH SAWN BULLETWOOD LUM BER - 4,702 BM - 11.09 CBM (HS CODE - 440929)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,10/19/2023,59987,27267,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,EFPIPO#55561/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 5922268556, ,1,MRKU2507451,4EB0,1023,PCS,19,CM,SEAU230913970, , ,341N,CO7801121 GY0009086,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN
PURPLEHEART LUMBER GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,10/12/2023,119048,54113,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,2,TRHU5664228 TRHU6931972,4EB0 4EB0,1259,CTN,41,CM,SEAU231102028, , ,340N,ML GY0009090 00046852 ML GY0009120,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,10/12/2023,59524,27056,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRKU3484026,4EB0,65,LOG,19,CM,SEAU231101982, , ,340N,ML GY0009104 PA0412026,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
"1, 732 PIECES KILN DRIED DRESS ED S4S, E4E WASHIBA LUMBER (T ABEBUIA SERRATIFOLIA)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,10/05/2023,55115,25052,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M,578 SOUND AVENUE WADING RIVER NY 11792 16317867043,"378, BLOCK 8 MON REPOS GEORGETOWN GUYANA 5926466087",11792,1,MRSU4095654,4EB0,1732,PCS,27,CM,SEAU230795680, , ,339N,CETO043550 MLGY0009184,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,GAITRIE MAHABIR,BRAUNER INTERNATIONAL GROUP IMPORT 146-35 167TH STREET ST. STE. 202 JAMAICA,GEORGETOWN
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,09/30/2023,61028,27740,Port Bustamante,"Port Everglades, Florida",CMA CGM CALLAO,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA, ,1,ECMU8036120,9500,18,PCS,0,CM,CMDUCUY0111361, , ,0AGD5,508795 H7300056,MALTA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY"
GREENHEART PILES GREENHEART L UMBER R/S WASHIBA LUMBER R/S PURPLEHEART LUMBER GREENHEART PILES GREENHEART L UMBER R/S WASHIBA LUMBER R/S PURPLEHEART LUMBER GREENHEART PILES GREENHEART L UMBER R/S WASHIBA LUMBER R/S PURPLEHEART LUMBER GREENHEART PILES GREENHEART L UMBER R/S WASHIBA LUMBER R/S PURPLEHEART LUMBER GREENHEART PILES GREENHEART L UMBER R/S WASHIBA LUMBER R/S PURPLEHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,09/21/2023,297624,135284,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M N/M N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,5,TCNU3196649 MRSU4486638 MRSU4756179 TLLU6889967 MRSU3991384,4EB0 4EB0 4EB0 4EB0 4EB0,473,LOG,79,CM,SEAU230444454, , ,337N,GY0009164 GY0008985 GY0009170 GY0008984 GY0009168,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
23 PIECES ROUND GREENHEART PIL ES/273.40M3/897 LIN FT,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,GREEN LINE PRODUCTS ENT. INC,09/15/2023,57320,26055,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M,"578,SOUND AVENUE, P.O.BOX. 922 WADING RIVER, NY 11792 16317867043","TRACT 'GPE' HAURARUNI WESTERN SIDE, LINDEN SOESDYKE HIGHWAY",11792,1,MRKU4949299,4EB0,23,PCS,16,CM,SEAU230040243, , ,336N,GY0008992,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"578,SOUND AVENUE, P.O.BOX. 922 WADING RIVER, NY 11792",GEORGETOWN
"1,416 PIECES OF DRESSED S4S E4 E PURPLEHEART LUMBER - 27.887 M3",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,09/15/2023,48589,22086,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M,578 SOUND AVENUE WADING RIVER NY 11792 16317867043,"378, BLOCK 8 MON REPOS GEORGETOWN GUYANA 5926466087",11792,1,MRKU4797025,4EB0,1416,PCS,27,CM,SEAU230008913, , ,336N,GY0008993 ML-GY0008993,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,GAITRIE MAHABIR,BRAUNER INTERNATIONAL GROUP IMPORT 146-35 167TH STREET ST. STE. 202 JAMAICA,GEORGETOWN
"53 PIECES ROUGH SAWN GREENHEAR T LUMBER - 3774 BM/8.90 CBM (H S CODE - 440799) 102 PIECES ROUGH SAWN KABUKALLI LUMBER - 2031 BM/4.79 CBM (HS CODE - 4 40929) 117 PIECES ROUGH SAW N TATABU LUMBER - 2283 BM/5.39, CBM (HS CODE - 440929)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,09/15/2023,56879,25854,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,EFPIPO#55560/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 5922268556, ,1,MRSU6505871,4EB0,272,PCS,19,CM,SEAU229865449, , ,336N,CETO043153 GY0008994,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN
GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,09/07/2023,119049,54113,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,2,TRHU4838937 SUDU8501950,4EB0 4EB0,73,LOG,0,CM,SEAU229759673, , ,335N,GY0008964 GY0008959,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,08/28/2023,70554,32070,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS SVENJA,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA, ,1,ECMU8134940,9500,18,LOG,0,CM,CMDUCUY0111317, , ,0UAFB,H7340997,LIBERIA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY"
GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,08/17/2023,57320,26055,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,1,MRSU4877817,4EB0,44,LOG,17,CM,SEAU229191154, , ,332N,ML-GY0008933,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
"33 PIECES ROUND GREENHEART PIL ES/ 1,122 LIN FEET/ 341.99M",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,GREEN LINE PRODUCTS ENT INC,08/17/2023,51808,23549,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",MAERSK KENTUCKY,Panama,N/M,"P.O. BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 16317867043",TRACT 'GPE' HAURARUNI GEORGETOWN GUYANA,11792,1,MRKU2062598,4EB0,33,PCS,18,CM,SEAU228954039, , ,332N,035632 GY0008896,SINGAPORE, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"P.O. BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792",GEORGETOWN
GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,07/20/2023,114640,52109,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,2,MRKU3514563 MSKU8106421,4EB0 4EB0,94,LOG,31,CM,SEAU228208287, , ,328N,0008731 0008704,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,07/20/2023,119049,54113,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043","LOT 53, KERSAINT PARK GEORGETOWN GUYANA 5926743624",11792-1032,2,TCNU7191666 MRSU6026333,4EB0 4EB0,94,LOG,32,CM,SEAU228432277, , ,328N,0008774 0008773,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
64 PIECES ROUGH SAWN GREENHEAR T LUMBER - 4754 BM/11.21 CBM (HS CODE - 440799) 104 PIECE S ROUGH SAWN WASHIBA LUMBER - 3260 BM/7.68 CBM (HS CODE - 440929),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,07/20/2023,52315,23780,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,EFPIPO#55556/POG/WAXED ENDS,P.O.BOX 922 578 SOUND AVENUE WADING RIVER 16317867043,"99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 5922268556", ,1,MRSU5242805,4EB0,168,PCS,18,CM,SEAU228085016, , ,328N,CETO035064 GY0008714,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,P.O.BOX 922 578 SOUND AVENUE WADING RIVER,GEORGETOWN
GREENHEART PILES GREENHEART PILES GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,07/20/2023,229280,104218,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M N/M N/M N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOT 12 BB ECCLES EAST BANK DEMERARA GEORGETOWN GUYANA,11792-1032,4,MRSU5409153 MRSU4473306 TCKU7270565 TCKU7585177,4EB0 4EB0 4EB0 4EB0,95,LOG,77,CM,SEAU228398307, , ,328N,0008800 0008754 0008796 0008751,MARSHALL ISLANDS, ,SEAU,A P MOLLER,LONDON, ,E1 8 EP,GLOBAL EQUIPMENT MANAGEMENT,EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN
